asin,tf_title,tf_idf_title,tf_bullet,tf_idf_bullet,tf_des,tf_idf_des,semantic_title,semantic_bullet,semantic_description
1439715947,0.111111111,0.23076793,0,0,0,0,0.48959237,0.260664642,0.244520098
1439726787,0,0,0,0,0,0,0.15610811,0,0
1439746141,0.1,0.201194676,0.055555556,0.170052665,0,0,0.34633875,0.449466705,0.144279242
1439772096,0.055555556,0.165394396,0,0,0.071428571,0.406924121,0.5147012,0,0.411285609
1440335109,0.25,0.379978362,0,0,0,0,0.5331681,0,0
1441341935,0.333333333,0.449436417,0,0,0,0,0.3932376,0,0
1446317250,0.111111111,0.141430568,0,0,0,0,0.5339659,0,0
1449333524,0,0,0,0,0,0,0.2750994,0,0
1449999573,0.466666667,0.682126113,0,0,0,0,0.65542173,0,0
1454949759,0,0,0,0,0,0,0.420622,0,0
1468151983,0.25,0.220288151,0,0,0,0,0.5639955,0,0
1469656906,0.142857143,0.303216064,0,0,0,0,0.50085974,0,0
1469656949,0.166666667,0.335175743,0,0,0,0,0.48891532,0,0
1473331471,0.333333333,0.449436417,0,0,0,0,0.68679154,0,0
1477494502,0,0,0,0,0,0,0.1441711,0,0
1496077385,0.4,0.579738672,0,0,0,0,0.6339426,0,0
1497103428,0.2,0.335175743,0,0,0,0,0.4335776,0,0
1502553759,0.333333333,0.502328778,0,0,0,0,0.7102075,0,0
1506716466,0.125,0.259697993,0,0,0,0,0.40902054,0,0
1506725937,0.076923077,0.157121954,0,0,0,0,0.38198984,0,0
1507206690,0.058823529,0.068269799,0,0,0,0,0.38211933,0,0
1507209207,0.125,0.355476778,0,0,0,0,0.58718705,0,0
1507215851,0.1,0.23076793,0,0,0,0,0.4643735,0,0
1508946310,0.272727273,0.602382224,0,0,0,0,0.71780276,0,0
1510429573,0.181818182,0.428569345,0,0,0,0,0.5469836,0,0
1511954868,0.3,0.48889089,0,0,0,0,0.7007524,0,0
1515189325,0.333333333,0.449436417,0,0,0,0,0.58574414,0,0
1516105303,0.333333333,0.579738672,0,0,0,0,0.53028876,0,0
1517564190,0.266666667,0.473682022,0,0,0,0,0.4683848,0,0
1520320272,0.2,0.220288151,0,0,0,0,0.53071034,0,0
1523674938,0.4,0.536892712,0,0,0,0,0.7040173,0,0
1526650533,0.1,0.161713781,0,0,0,0,0.22863282,0,0
1534355596,0.333333333,0.260555671,0,0,0,0,0.53118765,0,0
1534437932,0.5,0.579738672,0,0,0,0,0.6766664,0,0
1535211040,0.5,0.709297267,0,0,0,0,0.6533994,0,0
1539871541,0.5,0.579738672,0,0,0,0,0.7213824,0,0
1542995094,0.285714286,0.536892712,0,0,0,0,0.74029875,0,0
1543204376,0.25,0.379978362,0,0,0,0,0.668255,0,0
1544040091,0.5,0.751740497,0,0,0,0,0.69718283,0,0
1544046162,0,0,0,0,0,0,0.40142927,0,0
1544680317,0,0,0,0,0,0,0.39737874,0,0
1545238421,0,0,0,0,0,0,0.4010153,0,0
1545494738,0.181818182,0.251458037,0,0,0,0,0.558517,0,0
1545503567,0.444444444,0.66896253,0,0,0,0,0.72900033,0,0
1546312153,0.285714286,0.473682022,0,0,0,0,0.54601574,0,0
1546642986,0.1875,0.311145818,0,0,0,0,0.3616996,0,0
1546672893,0.571428571,0.757934808,0,0,0,0,0.6594759,0,0
1553955803,0.333333333,0.449436417,0,0,0,0,0.5323439,0,0
1557669716,0,0,0,0,0,0,0.24577846,0,0.114050694
1560106581,0,0,0,0,0,0,-0.032747157,0,0
1565546660,0.333333333,0.449436417,0,0,0,0,0.8017974,0,0
1589232917,0.25,0.260555671,0,0,0,0,0.37934017,0,0
1592339646,0.090909091,0.219510951,0,0,0,0,0.5534141,0,0
1593079788,0,0,0,0,0,0,0.16240408,0,0
1598570250,0,0,0,0,0,0,0.22926629,0,0.15866816
1607748916,0.090909091,0.127258987,0,0,0,0,0.41350025,0,0
1617230049,0.2,0.335175743,0,0,0,0,0.5423049,0,0
1623155800,0.1,0.209755396,0,0,0,0,0.5144677,0,0
1627109161,0.2,0.335175743,0,0,0,0,0.71504873,0,0
1628921382,0.5,0.579738672,0,0,0,0,0.745554,0,0
1631066471,0.142857143,0.243955725,0,0,0,0,0.47104883,0,0
1631069918,0.111111111,0.219510951,0,0,0,0,0.46305114,0,0
1642504416,0.25,0.460930752,0,0,0,0,0.65299195,0,0
1645679187,0.142857143,0.220288151,0,0,0,0,0.60271305,0,0
1647508126,0.333333333,0.449436417,0,0,0,0,0.64331365,0,0
1678793892,0.19047619,0.379893806,0,0,0,0,0.50284,0,0
1681251604,0,0,0,0,0,0,0.16378939,0,0.115977243
1681987155,0.125,0.259697993,0,0,0,0,0.48645595,0,0
1682687953,0.142857143,0.335175743,0,0,0,0,0.41548407,0,0
1683241789,0,0,0,0,0,0,0.14332458,0,0
1684866960,0,0,0,0,0,0,0.28197688,0,0
1691157317,0.25,0.502328778,0,0,0,0,0.6796481,0,0
1692974041,0.076923077,0.186810999,0,0,0,0,0.44692817,0,0
1695958055,0.235294118,0.438631051,0,0,0,0,0.6512387,0,0
1697716148,0.076923077,0.091089673,0,0,0,0,0.46710008,0,0
1730944493,0.333333333,0.449436417,0,0,0,0,0.48137316,0,0
1731228406,0.333333333,0.449436417,0,0,0,0,0.5996201,0,0
1734531029,0.166666667,0.303216064,0,0,0,0,0.58775806,0,0
1739785088,0.1,0.23076793,0,0,0,0,0.29724392,0,0
1743799977,0.142857143,0.278942545,0,0,0,0,0.62258685,0,0
1776575806,0,0,0,0,0,0,0.15741736,0,0
1779616783,0.25,0.379978362,0,0,0,0,0.42863822,0,0
1779617380,0.25,0.379978362,0,0,0,0,0.5758684,0,0
1780726325,0.076923077,0.201194676,0,0,0,0,0.50060153,0,0
1783255366,0.111111111,0.141430568,0,0,0,0,0.2772798,0,0
1784520950,0.1,0.23076793,0,0,0,0,0.45526573,0,0
1784886238,0.285714286,0.410362645,0,0,0,0,0.5823184,0,0
1786786079,0.125,0.259697993,0,0,0,0,0.4370534,0,0
1787396797,0.111111111,0.141430568,0,0,0,0,0.26004916,0,0
1787734641,0.25,0.220288151,0,0,0,0,0.60751194,0,0
1787740129,0.142857143,0.19431434,0,0,0,0,0.5157993,0,0
1787833348,0.125,0.15055697,0,0,0,0,0.23334453,0,0
1787836584,0.125,0.15055697,0,0,0,0,0.23875332,0,0
1790860806,0.095238095,0.214466944,0,0,0,0,0.51064336,0,0
1790937590,0.166666667,0.303216064,0,0,0,0,0.61341655,0,0
1795874074,0.5,0.579738672,0,0,0,0,0.73707986,0,0
1798604698,0.4,0.634808797,0,0,0,0,0.8047861,0,0
1800071531,0.125,0.15055697,0,0,0,0,0.20674326,0,0
1800074069,0.1,0.133785093,0,0,0,0,0.21626619,0,0
1800079931,0.076923077,0.116640334,0,0,0,0,0.19965364,0,0
1800566050,0.0625,0.170052665,0,0,0,0,0.26244155,0,0
1800652577,0.166666667,0.303216064,0,0,0,0,0.6450685,0,0
1800693281,0.142857143,0.161713781,0,0,0,0,0.23726276,0,0
1802796312,0,0,0,0,0,0,-0.04638187,0,0
1837632154,0,0,0,0,0,0,0.1769833,0,0
1839132531,0.5,0.579738672,0,0,0,0,0.83966696,0,0
1840789174,0.333333333,0.449436417,0,0,0,0,0.6624292,0,0
1840789433,0.25,0.502328778,0,0,0,0,0.5575123,0,0
1844773205,0.333333333,0.449436417,0,0,0,0,0.7412857,0,0
1848667426,0.181818182,0.317997662,0,0,0,0,0.41031706,0,0
1849419817,0.5,0.336096927,0,0,0,0,0.4766457,0,0
1911284940,0.5,0.579738672,0,0,0,0,0.7013041,0,0
1913607291,0.6,0.709052874,0,0,0,0,0.7639514,0,0
1915476011,0.307692308,0.518749118,0,0,0,0,0.49616256,0,0
1916797547,0.25,0.379978362,0,0,0,0,0.33923557,0,0
1917127367,0,0,0,0,0,0,0.15165783,0,0
1917127383,0,0,0,0,0,0,0.15017574,0,0
1925138747,0,0,0,0,0,0,0.45984462,0,0
1925228975,0.5,0.579738672,0,0,0,0,0.69744676,0,0
1929242670,0.222222222,0.355476778,0,0,0,0,0.66823995,0,0
1934964573,0.166666667,0.175786078,0,0,0,0,0.38922226,0,0
1939116333,0.285714286,0.410362645,0,0,0,0,0.63270104,0,0
1945367490,0.5,0.336096927,0,0,0,0,0.73374104,0,0
1951339223,0,0,0,0,0,0,0.39141887,0,0
1954710062,0.142857143,0.259697993,0,0,0,0,0.3813583,0,0
1974276074,0.375,0.627904712,0,0,0,0,0.64660156,0,0
1974579832,0.4,0.502328778,0,0,0,0,0.6474385,0,0
1979530939,0.0625,0.091089673,0,0,0,0,0.45906156,0,0
1981290559,0.117647059,0.224928449,0,0,0,0,0.42155194,0,0
1984109677,0.222222222,0.228588161,0,0,0,0,0.66674984,0,0
1986520161,0.444444444,0.605403231,0,0,0,0,0.66600585,0,0
1986926044,0.4,0.579738672,0,0,0,0,0.6457217,0,0
2012318606,0,0,0,0,0,0,0.07289989,0,0
2017260118,1,1,0,0,0,0,1,0,0
2017272337,0.2,0.335175743,0,0,0,0,0.572808,0,0
2017278440,0.333333333,0.449436417,0,0,0,0,0.6889987,0,0
2017301043,0.142857143,0.278942545,0,0,0,0,0.6006571,0,0
2036070248,0,0,0,0,0,0,0.19132724,0,0
2300023547,0,0,0,0,0,0,0.12060568,0,0
2377390536,0.666666667,0.709297267,0,0,0,0,0.5205249,0,0
2378012772,0,0,0,0,0,0,0.1731396,0,0
2412086141,0.25,0.379978362,0,0,0,0,0.54025346,0,0
2412088861,0.25,0.379978362,0,0,0,0,0.54025346,0,0
2412092613,0.25,0.379978362,0,0,0,0,0.54025346,0,0
2413044469,0.333333333,0.449436417,0,0,0,0,0.5448295,0,0
2857089791,0,0,0,0,0,0,0.32072932,0,0
3125309042,0.076923077,0.201194676,0,0,0,0,0.42820868,0,0
3437316044,0,0,0,0,0,0,0.09659527,0,0
3442222052,0.047619048,0.161099097,0,0,0,0,0.54533184,0,0
3742322192,0.038461538,0.116179137,0,0,0,0,0.45727378,0,0
3747205879,0.111111111,0.243955725,0,0,0,0,0.45565277,0,0
3747405231,0,0,0,0,0,0,0.02125942,0,0
3747500684,0.125,0.259697993,0,0,0,0,0.43425018,0,0
3766727532,0.142857143,0.278942545,0,0,0,0,0.53561354,0,0
3809446416,0.05,0.161099097,0,0,0,0,0.49255046,0,0
3832806369,0,0,0,0,0,0,0.18287696,0,0
3833882050,0.166666667,0.303216064,0,0,0,0,0.43647766,0,0
3838326660,0.111111111,0.163683062,0,0,0,0,0.25263917,0,0
3842110200,0.034482759,0.114660638,0,0,0,0,0.56028295,0,0
3846500224,0.090909091,0.23076793,0,0,0,0,0.5507901,0,0
3864458862,0.0625,0.170052665,0,0,0,0,0.39687335,0,0
3939865125,0.076923077,0.201194676,0,0,0,0,0.5074297,0,0
3959811640,0.2,0.379978362,0,0,0,0,0.44713822,0,0
3959811756,0.166666667,0.335175743,0,0,0,0,0.4214552,0,0
3960961898,0.076923077,0.201194676,0,0,0,0,0.31657407,0,0
3961810621,0.2,0.335175743,0,0,0,0,0.40254498,0,0
3962691510,0.125,0.259697993,0,0,0,0,0.43223685,0,0
3965843400,0.043478261,0.133263106,0,0,0,0,0.35522315,0,0
3985971145,0.1,0.290320997,0,0,0,0,0.47297204,0,0
3987370203,0.076923077,0.186810999,0,0,0,0,0.33624262,0,0
8129124548,0.5,0.579738672,0,0,0,0,0.83966696,0,0
8419835676,0,0,0,0,0,0,0.050525744,0,0
8467907053,0.142857143,0.259697993,0,0,0,0,0.36333647,0,0
8467959541,0.5,0.579738672,0,0,0,0,0.61657035,0,0
8832731304,0.2,0.379978362,0,0,0,0,0.44359446,0,0
8832732823,0.166666667,0.335175743,0,0,0,0,0.4404977,0,0
8833512878,0.125,0.23076793,0,0,0,0,0.52758574,0,0
8865439157,0.125,0.278942545,0,0,0,0,0.36884832,0,0
8883701127,0.071428571,0.180686883,0,0,0.008810573,0.066691892,0.46441758,0,0.334765792
8883704894,0.125,0.259697993,0,0,0,0,0.39750054,0,0
8883705025,0.111111111,0.355476778,0,0,0,0,0.5486862,0,0
8883707168,0.047619048,0.161099097,0,0,0.018867925,0.096373316,0.5217359,0,0.396274865
8883707206,0.058823529,0.170052665,0,0,0.021276596,0.151481454,0.4671697,0,0.379239559
8885621031,0.5,0.579738672,0,0,0,0,0.69260883,0,0
8891675385,0.333333333,0.449436417,0,0,0,0,0.622111,0,0
9043926760,0.333333333,0.449436417,0,0,0,0,0.53197205,0,0
9043930040,0.333333333,0.579738672,0,0,0,0,0.5444635,0,0
9043930148,0,0,0,0,0,0,0.043471638,0,0
9388942760,0.2,0.335175743,0,0,0,0,0.53195256,0,0
9492824752,0,0,0,0,0,0,0.09656894,0,0
9802181749,0.185185185,0.308632612,0.10989011,0.460574387,0.079365079,0.383146915,0.5193735,0.574180961,0.525678933
9908015672,0.333333333,0.449436417,0,0,0,0,0.6681992,0,0
9951396712,0.076923077,0.209755396,0.038461538,0.175128086,0.121212121,0.424545122,0.46801817,0.454133153,0.44014138
013249115X,0.222222222,0.252138707,0,0,0,0,0.28006348,0,0
035911489X,0.2,0.303216064,0,0,0,0,0.30736136,0,0
068806843X,0.5,0.579738672,0,0,0,0,0.7467774,0,0
069294107X,0.333333333,0.449436417,0,0,0,0,0.76354676,0,0
071602067X,0.2,0.379978362,0,0,0,0,0.69430065,0,0
075356016X,0.142857143,0.278942545,0,0,0,0,0.3346183,0,0
076039122X,0.25,0.379978362,0,0,0,0,0.7864553,0,0
099871402X,0.260869565,0.470721316,0,0,0,0,0.6257862,0,0
107291297X,0.266666667,0.518749118,0,0,0,0,0.5946095,0,0
113835791X,0,0,0,0,0,0,0.26922452,0,0
139427694X,0.333333333,0.449436417,0,0,0,0,0.6460266,0,0
147800813X,0.5,0.579738672,0,0,0,0,0.7009,0,0
154129470X,0.095238095,0.219510951,0,0,0,0,0.5283129,0,0
159582345X,0,0,0,0,0,0,0.07520097,0,0
159635237X,0.5,0.579738672,0,0,0,0,0.7727927,0,0
163758105X,0.090909091,0.219510951,0,0,0,0,0.47438908,0,0
167440168X,0,0,0,0,0,0,0.107510686,0,0
178791030X,0.153846154,0.394295176,0,0,0,0,0.53675807,0,0
178800826X,0.5,0.579738672,0,0,0,0,0.7053787,0,0
184601574X,0.333333333,0.260555671,0,0,0,0,0.45035908,0,0
191394445X,0,0,0,0,0,0,0.13076675,0,0
194382844X,0.3125,0.568480538,0,0,0,0,0.5526583,0,0
194688104X,0.2,0.335175743,0,0,0,0,0.6027416,0,0
196513100X,0.333333333,0.260555671,0,0,0,0,0.58122724,0,0
201629132X,0.333333333,0.449436417,0,0,0,0,0.6992032,0,0
333779100X,0.25,0.335175743,0,0,0,0,0.68880737,0,0
370201649X,0.111111111,0.243955725,0,0,0,0,0.4825231,0,0
376701808X,0.041666667,0.157121954,0,0,0,0,0.52848125,0,0
395981173X,0.142857143,0.303216064,0,0,0,0,0.42947876,0,0
396269174X,0.083333333,0.209755396,0,0,0,0,0.46924996,0,0
912435984X,0.1,0.224928449,0,0,0,0,0.4143815,0,0
B00000B1LV,0.5,0.579738672,0,0,0,0,0.7256218,0,0
B00001P4ZH,0.045454545,0.165394396,0,0,0.016129032,0.077861086,0.5365753,0.431443602,0.508985758
B000024FJD,0.5,0.579738672,0,0,0,0,0.7286619,0,0
B000024OCD,0,0,0,0,0,0,0.20421265,0,0
B000025YMD,0.5,0.579738672,0,0,0,0,0.65278554,0,0
B0000282SY,0.25,0.220288151,0,0,0,0,0.453887,0,0
B000031WDB,0.4,0.502328778,0.090909091,0.287656016,0.19047619,0.527360813,0.7713115,0.538111448,0.699989557
B0000365QL,0.5,0.579738672,0.088235294,0.282569978,0.153846154,0.426213574,0.7547381,0.522315979,0.58673501
B000042OEZ,1,1,0,0,0,0,1,0,0
B00005JH8O,0.222222222,0.318784022,0,0,0.3,0.52459109,0.51517737,0,0.624728799
B00005NPS1,0.133333333,0.326248009,0.011627907,0.074789505,0.034188034,0.222170177,0.34660256,0.346931934,0.422063172
B00006IQCV,0.222222222,0.473682022,0.04,0.195420305,0,0,0.56224215,0.534621358,0
B00006J4FD,0.071428571,0.209755396,0,0,0,0,0.38269776,0.253805548,0.241111189
B00006J4GV,0.086956522,0.224928449,0,0,0,0,0.36152235,0.260821998,0.227565393
B00006JCUB,0.083333333,0.224928449,0,0,0,0,0.38425723,0.264851034,0.227430075
B00008K62L,0.076923077,0.121603315,0.074074074,0.148110713,0.111111111,0.276318001,0.48082715,0.470344394,0.581845701
B00008WZ1D,0.1,0.112239289,0.026315789,0.071260576,0.071428571,0.210600352,0.32397693,0.345087767,0.375149578
B00008XVWJ,0.19047619,0.428448037,0.106382979,0.31304504,0.109090909,0.345798727,0.6108831,0.516400695,0.537708163
B00008Y32O,0.333333333,0.579738672,0,0,0,0,0.7004471,0,0
B000096MA8,0.071428571,0.201194676,0,0,0,0,0.4443756,0,0
B00009LHI7,0.0625,0.180686883,0,0,0.0625,0.216944982,0.55477285,0.475561559,0.55284363
B00009OYSH,0.5,0.579738672,0,0,0,0,0.7225149,0,0
B0000A5B56,0.333333333,0.449436417,0,0,0,0,0.68712115,0,0.09821289
B0000ACOV0,0.142857143,0.317997662,0.090909091,0.36892382,0.089430894,0.368106824,0.7347474,0.566400886,0.652809501
B0000APYOR,0,0,0,0,0,0,0.35080665,0,0
B0000B0DL7,0.235294118,0.536654269,0.095238095,0.329046499,0.166666667,0.476328605,0.645157,0.547443092,0.613989711
B0000C2K26,0.333333333,0.269517613,0,0,0.027777778,0.067738769,0.7061211,0.385184973,0.522571921
B0000DC1CX,0.125,0.430745395,0.09375,0.52110553,0.094017094,0.519176942,0.5567545,0.413534403,0.437069893
B0000DZFXZ,0.166666667,0.360479125,0.092592593,0.310631399,0.053030303,0.23870012,0.7379817,0.571932554,0.642407954
B0000WS6QI,0.05,0.165394396,0.011363636,0.068943352,0.052631579,0.170052665,0.6091046,0.500153542,0.50290513
B00011PJDG,0.125,0.303216064,0,0,0.068965517,0.324652132,0.53812236,0.143471301,0.424516767
B0001AQVFC,0.142857143,0.161713781,0,0,0.072727273,0.251433527,0.42715746,0.381514162,0.622407317
B0001E3QG0,0.28,0.515595076,0.102040816,0.312966617,0.054347826,0.167475879,0.5782306,0.550041199,0.371637672
B0001E3RC8,0.071428571,0.139396951,0.088607595,0.246863989,0.06557377,0.199201201,0.57642114,0.456373066,0.557344973
B0001E3TB2,0.125,0.277744518,0.086206897,0.293259162,0.034482759,0.091089673,0.68836284,0.552543044,0.496908158
B0001E3W00,0,0,0,0,0,0,0.033756796,0.135975748,0.11049366
B0001IWD7O,0.25,0.449436417,0,0,0.063829787,0.159020885,0.6827108,0.30152607,0.526395738
B0001IWLMG,0.076923077,0.133785093,0.043478261,0.095885527,0.090909091,0.19431434,0.551655,0.573789179,0.586046576
B0001IX4NG,0.181818182,0.317997662,0,0,0.181818182,0.317997662,0.73777056,0.222034976,0.737770557
B0001ME5FI,1,1,0,0,0,0,0.90345144,0,0
B00023T6IM,0.047619048,0.104751173,0.088607595,0.373873962,0.090909091,0.127258987,0.40932953,0.495268524,0.266736865
B00026LJMU,0.142857143,0.161713781,0.058823529,0.104751173,0,0,0.4016333,0.523191571,0.173043907
B00026LJRA,0.071428571,0.116640334,0.088888889,0.216463406,0.090909091,0.22617984,0.51298594,0.476076752,0.489425659
B0002AFTEA,0.4,0.502328778,0.027777778,0.074682326,0.157894737,0.532592972,0.800871,0.511523545,0.647523165
B0002AR0I8,0.307692308,0.557083726,0.04,0.074682326,0.125,0.364588881,0.702783,0.357522488,0.697744906
B0002AR182,0.071428571,0.104751173,0.057142857,0.120303402,0.131147541,0.399998094,0.5925096,0.574346423,0.564319134
B0002ASNAM,0.214285714,0.382986446,0.1,0.330344135,0.066666667,0.321563625,0.5611845,0.515714705,0.417242229
B0002DHXU0,0.111111111,0.184355542,0.130434783,0.4549122,0.051724138,0.16225563,0.56352425,0.427603066,0.602744162
B0002HSE7M,0.5,0.579738672,0,0,0,0,0.6280414,0,0
B0002PAVE8,0.052631579,0.170052665,0.035714286,0.130985423,0.025862069,0.161559891,0.5122762,0.457124382,0.474225134
B0002T8I9O,0.166666667,0.175786078,0.052631579,0.124334781,0.035714286,0.109140754,0.58931047,0.523033082,0.542582393
B0002Z82XA,0.166666667,0.303216064,0,0,0.166666667,0.303216064,0.56038463,0.414015532,0.53360194
B00065W4UI,0.176470588,0.371222027,0.085714286,0.278942545,0.114285714,0.330621507,0.67667425,0.540353477,0.605699062
B0007GAWZ0,0.2,0.19431434,0.060606061,0.21442279,0.019230769,0.055365762,0.30830634,0.22673586,0.340743065
B0007LLPRO,0.285714286,0.536892712,0,0,0,0,0.29706794,0,0
B0007N38LS,0.5,0.579738672,0,0,0,0,0.73939055,0,0
B0007OEE06,0.2,0.428569345,0.060606061,0.326248009,0.057142857,0.201194676,0.59099257,0.409863681,0.492164016
B0007QCO6A,0.222222222,0.410362645,0,0,0.092307692,0.409230006,0.7373394,0,0.592951775
B0007QCQGS,0.333333333,0.460930752,0,0,0.02173913,0.058041639,0.7373394,0,0.498224497
B0007RO4V2,0.25,0.220288151,0,0,0,0,0.30209804,0,0.024529662
B0007XJOLG,0,0,0,0,0,0,0.5372381,0.522969186,0.341897458
B0008ENJAQ,1,1,0,0,0.029411765,0.122918445,1,0,0.380657524
B00091RF9O,0.285714286,0.355476778,0,0,0,0,0.3409912,0,0.153341502
B000958698,0.090909091,0.141430568,0.222222222,0.473682022,0,0,0.48497117,0.412468642,0.381769985
B0009B0YJW,0.083333333,0.219510951,0,0,0,0,0.37105036,0,0
B0009HL4PY,0,0,0,0,0,0,0.060244575,0,0.049550638
B0009WFRU2,0.142857143,0.278942545,0.026315789,0.11043919,0.083333333,0.259697993,0.58041847,0.364482522,0.508763373
B0009YJ3QE,0.222222222,0.355476778,0.0625,0.239274282,0.082191781,0.29725862,0.58879995,0.494443834,0.566139221
B000AJIF4E,0.043478261,0.143728057,0,0,0,0,0.5973784,0.461040258,0.546884775
B000AQ5K1S,0.5,0.709297267,0,0,0,0,0.73662484,0,0
B000AQF7TI,0.1,0.259697993,0,0,0.142857143,0.303216064,0.5747698,0.154382005,0.479511976
B000BD0RT0,0.111111111,0.141430568,0,0,0.1,0.256494146,0.5061232,0.165908337,0.638496757
B000BIC8IS,0,0,0,0,0,0,0.12988117,0,0.15371941
B000CRBEJ2,0,0,0,0,0,0,0.2524995,0,0.117517784
B000CRDBFM,0.142857143,0.15055697,0,0,0,0,0.2524995,0.294703394,0.032155801
B000CRF7M2,0,0,0,0,0,0,0.2524995,0,0
B000CRH95U,0,0,0,0,0,0,0.2524995,0,0.087318301
B000CSF5XW,0.176470588,0.360479125,0.092198582,0.423017878,0.092198582,0.423017878,0.6821483,0.512103558,0.565510452
B000CSLIP6,0.111111111,0.278942545,0,0,0.045454545,0.138199298,0.42628613,0.282894075,0.312417865
B000CZ2MFY,0.041666667,0.149978298,0,0,0,0,0.38221622,0.247079775,0.297613442
B000E3F1A2,0.222222222,0.379978362,0,0,0.012195122,0.031776364,0.7373394,0,0.25742963
B000E3GLWO,0.2,0.355476778,0,0,0.25,0.444476252,0.7373394,0,0.723087728
B000E5AZD8,0.2,0.19431434,0,0,0,0,0.7373394,0,0.431117296
B000EGQT46,0.285714286,0.502328778,0,0,0.095238095,0.237087184,0.5396724,0.163074985,0.421795428
B000EGSGP6,0.052631579,0.193603247,0.038461538,0.157121954,0.023255814,0.105473762,0.5192766,0.419148147,0.519342899
B000EGSGQA,0.090909091,0.23076793,0,0,0.08,0.255478408,0.43322086,0.414361835,0.315758348
B000EGUKDW,0.071428571,0.186810999,0.055555556,0.175128086,0.033333333,0.126759821,0.4616351,0.501511812,0.522025824
B000EGWOEU,0.090909091,0.278942545,0.05,0.161099097,0.052631579,0.157121954,0.50453746,0.425770998,0.341249526
B000EPA4GQ,0.071428571,0.193603247,0,0,0.010416667,0.057427103,0.67506653,0.309071779,0.610484779
B000F4AVPA,0,0,0.0625,0.172534412,0.078947368,0.214460185,0.28469276,0.569164574,0.523017526
B000FKPEEC,0.25,0.536892712,0,0,0,0,0.47923073,0,0
B000FTWT00,0,0,0.033333333,0.126759821,0.055555556,0.224928449,0.4360922,0.577803433,0.52154386
B000GCFODA,0,0,0,0,0.074074074,0.27688067,0.40737307,0.148112088,0.490598857
B000GF1O22,0.142857143,0.303216064,0.074626866,0.369583803,0,0,0.34139076,0.358061701,0
B000GGJDS8,0.071428571,0.209755396,0,0,0.014925373,0.080302272,0.6141596,0.322615981,0.670378327
B000GIPJ02,0.045454545,0.161099097,0.027027027,0.107870859,0.005934718,0.054409401,0.47946498,0.456093371,0.458144903
B000GUDZO2,0.266666667,0.518749118,0.054545455,0.216658427,0.082191781,0.278927674,0.70762146,0.560843468,0.613772035
B000GWXAJA,0.058823529,0.186810999,0.125,0.394295176,0.076923077,0.255478408,0.5502272,0.433156073,0.557103276
B000GZ8TCK,0.166666667,0.317997662,0,0,0.049689441,0.29982925,0.6351086,0.265536964,0.355358899
